raw,age,percentile,n,m,md,sd,normValue
15,68.4,0.536885246,366,14.58196721,15,4.897592639,50.926
19,68.4,0.81284153,366,14.58196721,15,4.897592639,58.884
8,68.5,0.085597826,368,14.58967391,15,4.905382897,36.316
20,68.6,0.854619565,368,14.58967391,15,4.905382897,60.565
17,68.8,0.693766938,369,14.57452575,15,4.907348234,55.066
5,69.1,0.030054645,366,14.57650273,15,4.925015242,31.2
23,69.2,0.949453552,366,14.57650273,15,4.925015242,66.396
9,69.2,0.135245902,366,14.57650273,15,4.925015242,38.981
23,69.2,0.949453552,366,14.57650273,15,4.925015242,66.396
13,69.4,0.373626374,364,14.56593407,15,4.950281062,46.777
23,69.4,0.949175824,364,14.56593407,15,4.950281062,66.369
16,69.4,0.623626374,364,14.56593407,15,4.950281062,53.15
17,69.5,0.68956044,364,14.56593407,15,4.950281062,54.946
16,69.5,0.623626374,364,14.56593407,15,4.950281062,53.15
18,69.6,0.747252747,364,14.56593407,15,4.950281062,56.659
16,69.6,0.623626374,364,14.56593407,15,4.950281062,53.15
7,69.9,0.059392265,362,14.55248619,15,4.982935635,34.401
14,69.9,0.455801105,362,14.55248619,15,4.982935635,48.89
17,69.9,0.687845304,362,14.55248619,15,4.982935635,54.898
15,70,0.537190083,363,14.5399449,15,4.981781948,50.934
12,70,0.305785124,363,14.5399449,15,4.981781948,44.922
15,70.1,0.541666667,360,14.49166667,14.5,4.968416964,51.046
9,70.1,0.144444444,360,14.49166667,14.5,4.968416964,39.394
15,70.1,0.541666667,360,14.49166667,14.5,4.968416964,51.046
22,70.1,0.920833333,360,14.49166667,14.5,4.968416964,64.107
9,70.3,0.146067416,356,14.5252809,15,4.995426774,39.466
15,70.4,0.532485876,354,14.52542373,15,5.009416398,50.815
10,70.4,0.209039548,354,14.52542373,15,5.009416398,41.902
8,70.7,0.095170455,352,14.53977273,15,5.019461607,36.904
10,70.8,0.213068182,352,14.52272727,15,5.02807451,42.042
19,70.9,0.807142857,350,14.52285714,15,5.014396793,58.674
15,70.9,0.53,350,14.52285714,15,5.014396793,50.753
16,70.9,0.617142857,350,14.52285714,15,5.014396793,52.98
13,71,0.382857143,350,14.52285714,15,5.014396793,47.02
9,71,0.147142857,350,14.52285714,15,5.014396793,39.512
6,71.1,0.044797688,346,14.47976879,15,5.021795505,33.025
15,71.1,0.534682081,346,14.47976879,15,5.021795505,50.87
3,71.2,0.007246377,345,14.47536232,15,5.028419402,25.552
18,71.4,0.748546512,344,14.45639535,15,5.037279661,56.699
9,71.4,0.149709302,344,14.45639535,15,5.037279661,39.623
15,71.4,0.537790698,344,14.45639535,15,5.037279661,50.949
20,71.4,0.853197674,344,14.45639535,15,5.037279661,60.502
25,71.5,0.986956522,345,14.44927536,15,5.03169094,72.249
16,71.5,0.624637681,345,14.44927536,15,5.03169094,53.177
19,71.7,0.810144928,345,14.42318841,14,5.03135936,58.784
13,71.8,0.395652174,345,14.43478261,14,5.051128877,47.354
10,72,0.217391304,345,14.42898551,14,5.064844101,42.19
15,72,0.542028986,345,14.42898551,14,5.064844101,51.055
9,72,0.150724638,345,14.42898551,14,5.064844101,39.667
13,72.2,0.395652174,345,14.42898551,14,5.064844101,47.354
14,72.3,0.468023256,344,14.43023256,14.5,5.07216884,49.198
16,72.5,0.626822157,343,14.42565598,14,5.078867531,53.234
11,72.7,0.272594752,343,14.42857143,14,5.077757943,43.95
17,72.7,0.692419825,343,14.42857143,14,5.077757943,55.027
12,72.8,0.326530612,343,14.39941691,14,5.103112192,45.505
22,72.8,0.915451895,343,14.39941691,14,5.103112192,63.751
19,72.8,0.809037901,343,14.39941691,14,5.103112192,58.744
22,72.9,0.915204678,342,14.4005848,14,5.110543378,63.735
14,72.9,0.472222222,342,14.4005848,14,5.110543378,49.303
5,73,0.033625731,342,14.4005848,14,5.110543378,31.7
15,73.2,0.545857988,338,14.34911243,14,5.099835551,51.152
7,73.2,0.069526627,338,14.34911243,14,5.099835551,35.207
16,73.3,0.630952381,336,14.3452381,14,5.112452571,53.344
5,73.5,0.034534535,333,14.33333333,14,5.124357145,31.82
7,73.5,0.070570571,333,14.33333333,14,5.124357145,35.284
24,73.7,0.971212121,330,14.29090909,14,5.106784547,68.989
12,73.7,0.337878788,330,14.29090909,14,5.106784547,45.817
15,73.9,0.539877301,326,14.39570552,14.5,5.057197152,51.001
18,74,0.755351682,327,14.3883792,14,5.051172445,56.914
24,74,0.970948012,327,14.3883792,14,5.051172445,68.949
13,74,0.397553517,327,14.3883792,14,5.051172445,47.403
19,74,0.816513761,327,14.3883792,14,5.051172445,59.022
12,74.1,0.327692308,325,14.39692308,14,5.055798811,45.537
22,74.1,0.916923077,325,14.39692308,14,5.055798811,63.847
7,74.1,0.066153846,325,14.39692308,14,5.055798811,34.949
18,74.2,0.755417957,323,14.38390093,14,5.034167817,56.916
13,74.4,0.4,320,14.35,14,5.033679671,47.467
10,74.4,0.221875,320,14.35,14,5.033679671,42.341
12,74.5,0.3296875,320,14.35,14,5.033679671,45.592
13,74.6,0.4,320,14.35,14,5.033679671,47.467
15,74.7,0.544444444,315,14.38095238,14,5.04447914,51.116
23,74.8,0.950320513,312,14.37820513,14,5.055757215,66.48
9,74.8,0.150641026,312,14.37820513,14,5.055757215,39.663
16,74.8,0.629807692,312,14.37820513,14,5.055757215,53.313
18,74.8,0.753205128,312,14.37820513,14,5.055757215,56.846
15,75,0.539215686,306,14.41830065,14.5,5.059792491,50.985
21,75,0.885620915,306,14.41830065,14.5,5.059792491,62.036
10,75.1,0.212171053,304,14.41447368,14.5,5.052782887,42.011
9,75.1,0.146381579,304,14.41447368,14.5,5.052782887,39.479
18,75.1,0.753289474,304,14.41447368,14.5,5.052782887,56.849
21,75.2,0.886513158,304,14.41447368,14.5,5.052782887,62.082
11,75.2,0.269736842,304,14.41447368,14.5,5.052782887,43.864
14,75.4,0.465116279,301,14.41528239,15,5.066586524,49.124
8,75.5,0.100993377,302,14.40397351,14.5,5.061979716,37.241
17,75.6,0.695652174,299,14.41471572,15,5.068846569,55.119
20,75.6,0.85451505,299,14.41471572,15,5.068846569,60.56
15,75.6,0.538461538,299,14.41471572,15,5.068846569,50.966
10,75.7,0.213333333,300,14.4,14.5,5.066778148,42.051
25,75.7,0.985,300,14.4,14.5,5.066778148,71.701
9,75.7,0.146666667,300,14.4,14.5,5.066778148,39.492
16,75.8,0.628333333,300,14.4,14.5,5.066778148,53.274
22,75.9,0.914675768,293,14.47098976,15,5.071071397,63.701
21,76,0.88225256,293,14.47098976,15,5.071071397,61.863
25,76.1,0.984482759,290,14.44482759,15,5.076445791,71.566
8,76.1,0.101724138,290,14.44482759,15,5.076445791,37.282
13,76.1,0.394827586,290,14.44482759,15,5.076445791,47.332
15,76.1,0.534482759,290,14.44482759,15,5.076445791,50.865
18,76.1,0.751724138,290,14.44482759,15,5.076445791,56.799
11,76.3,0.275862069,290,14.44482759,15,5.076445791,44.048
13,76.3,0.394827586,290,14.44482759,15,5.076445791,47.332
7,76.3,0.068965517,290,14.44482759,15,5.076445791,35.165
9,76.4,0.149305556,288,14.4375,15,5.093165127,39.606
10,76.5,0.217013889,288,14.4375,15,5.093165127,42.177
18,76.5,0.75,288,14.4375,15,5.093165127,56.745
18,76.6,0.74912892,287,14.43554007,15,5.101952695,56.718
20,76.6,0.851916376,287,14.43554007,15,5.101952695,60.447
15,76.7,0.534965035,286,14.43706294,15,5.110830307,50.878
17,76.7,0.685314685,286,14.43706294,15,5.110830307,54.826
14,76.8,0.465034965,286,14.43706294,15,5.110830307,49.122
20,76.9,0.850877193,285,14.44912281,15,5.115742164,60.402
10,76.9,0.219298246,285,14.44912281,15,5.115742164,42.254
25,77,0.984210526,285,14.44912281,15,5.115742164,71.497
5,77,0.029824561,285,14.44912281,15,5.115742164,31.166
18,77.1,0.752650177,283,14.40282686,15,5.101132449,56.829
12,77.1,0.333922261,283,14.40282686,15,5.101132449,45.709
21,77.2,0.885159011,283,14.40282686,15,5.101132449,62.012
11,77.3,0.281914894,282,14.39716312,14.5,5.10930967,44.228
16,77.4,0.620996441,281,14.44128114,15,5.064329436,53.081
16,77.6,0.620503597,278,14.44604317,15,5.085084953,53.068
4,77.7,0.010830325,277,14.46209386,15,5.087228961,27.037
12,78.1,0.333333333,267,14.3670412,14,5.068712062,45.693
10,78.1,0.22659176,267,14.3670412,14,5.068712062,42.499
12,78.4,0.33908046,261,14.35249042,14,5.115425722,45.85
10,78.5,0.231800766,261,14.35249042,14,5.115425722,42.671
14,78.5,0.471264368,261,14.35249042,14,5.115425722,49.279
13,78.5,0.406130268,261,14.35249042,14,5.115425722,47.625
7,78.6,0.073359073,259,14.36679537,14,5.123344671,35.488
16,78.6,0.627413127,259,14.36679537,14,5.123344671,53.25
13,78.6,0.405405405,259,14.36679537,14,5.123344671,47.606
20,78.9,0.850980392,255,14.30588235,14,5.084382904,60.406
10,79.2,0.233201581,253,14.24505929,14,5.082964984,42.717
8,79.4,0.112648221,253,14.24505929,14,5.082964984,37.874
23,79.4,0.950592885,253,14.24505929,14,5.082964984,66.506
15,79.7,0.555335968,253,14.24505929,14,5.082964984,51.392
15,80.1,0.555335968,253,14.24505929,14,5.082964984,51.392
11,80.2,0.290513834,253,14.24505929,14,5.082964984,44.481
10,80.4,0.233201581,253,14.24505929,14,5.082964984,42.717
5,80.5,0.029644269,253,14.24505929,14,5.082964984,31.14
7,80.5,0.075098814,253,14.24505929,14,5.082964984,35.612
13,80.8,0.415019763,253,14.24505929,14,5.082964984,47.853
14,80.8,0.482213439,253,14.24505929,14,5.082964984,49.554
18,81.2,0.756916996,253,14.24505929,14,5.082964984,56.964
12,81.5,0.343873518,253,14.24505929,14,5.082964984,45.981
17,81.5,0.705533597,253,14.24505929,14,5.082964984,55.404
22,82,0.918972332,253,14.24505929,14,5.082964984,63.982
8,82.3,0.112648221,253,14.24505929,14,5.082964984,37.874
14,82.4,0.482213439,253,14.24505929,14,5.082964984,49.554
24,82.5,0.972332016,253,14.24505929,14,5.082964984,69.162
19,82.5,0.814229249,253,14.24505929,14,5.082964984,58.936
16,82.6,0.64229249,253,14.24505929,14,5.082964984,53.646
16,82.6,0.64229249,253,14.24505929,14,5.082964984,53.646
20,82.9,0.851778656,253,14.24505929,14,5.082964984,60.441
14,82.9,0.482213439,253,14.24505929,14,5.082964984,49.554
13,83.2,0.415019763,253,14.24505929,14,5.082964984,47.853
10,83.5,0.233201581,253,14.24505929,14,5.082964984,42.717
22,83.5,0.918972332,253,14.24505929,14,5.082964984,63.982
9,83.8,0.164031621,253,14.24505929,14,5.082964984,40.22
7,84.3,0.075098814,253,14.24505929,14,5.082964984,35.612
9,84.3,0.164031621,253,14.24505929,14,5.082964984,40.22
6,84.8,0.051383399,253,14.24505929,14,5.082964984,33.684
10,85,0.233201581,253,14.24505929,14,5.082964984,42.717
19,85.2,0.814229249,253,14.24505929,14,5.082964984,58.936
9,85.8,0.164031621,253,14.24505929,14,5.082964984,40.22
15,85.9,0.555335968,253,14.24505929,14,5.082964984,51.392
10,86.3,0.233201581,253,14.24505929,14,5.082964984,42.717
12,86.5,0.343873518,253,14.24505929,14,5.082964984,45.981
10,86.6,0.233201581,253,14.24505929,14,5.082964984,42.717
25,86.8,0.990118577,253,14.24505929,14,5.082964984,73.308
18,87,0.756916996,253,14.24505929,14,5.082964984,56.964
6,87,0.051383399,253,14.24505929,14,5.082964984,33.684
13,87.7,0.415019763,253,14.24505929,14,5.082964984,47.853
5,87.8,0.029644269,253,14.24505929,14,5.082964984,31.14
14,88.1,0.482213439,253,14.24505929,14,5.082964984,49.554
16,88.9,0.64229249,253,14.24505929,14,5.082964984,53.646
12,89,0.343873518,253,14.24505929,14,5.082964984,45.981
12,89.9,0.343873518,253,14.24505929,14,5.082964984,45.981
11,90.4,0.290513834,253,14.24505929,14,5.082964984,44.481
11,90.5,0.290513834,253,14.24505929,14,5.082964984,44.481
10,90.7,0.233201581,253,14.24505929,14,5.082964984,42.717
12,94.2,0.343873518,253,14.24505929,14,5.082964984,45.981
